pedido_id,data_pedido,horario_pedido,restaurante,categoria,cidade,valor_pedido,tempo_entrega_min,avaliacao,metodo_pagamento,status
2478,2026-06-01,16:08,Sabor Nordestino,Brasileira,Fortaleza,75.49,62.0,5.0,Cartão de débito,Entregue
2479,2026-03-10,22:17,Pizza Express,Pizza,Eusébio,160.75,18.0,4.0,Pix,Entregue
2480,2026-04-11,15:58,Burger House,Hambúrguer,Fortaleza,38.86,30.0,4.0,Dinheiro,Entregue
2481,2026-05-04,17:19,Churrasco & Cia,Churrasco,Caucaia,45.61,15.0,4.0,Cartão de débito,Entregue
2482,2026-03-10,20:05,Sushi Fortaleza,Sushi,Maracanaú,74.7,65.0,1.0,Cartão de débito,Entregue
2483,2026-04-25,11:44,Sushi Fortaleza,Sushi,Fortaleza,97.06,29.0,4.0,Cartão de débito,Entregue
2484,2026-03-12,17:20,Burger House,Hambúrguer,Maracanaú,60.3,21.0,2.0,Cartão de crédito,Entregue
2485,2026-04-19,11:28,Sushi Fortaleza,Sushi,Fortaleza,20.72,52.0,2.0,Pix,Entregue
2486,2026-02-05,14:03,Sushi Fortaleza,Sushi,Eusébio,132.82,19.0,3.0,Cartão de débito,Entregue
2487,2026-04-01,10:20,Pizza Express,Pizza,Caucaia,53.58,64.0,2.0,Cartão de crédito,Entregue
2488,2026-01-27,14:15,Sabor Nordestino,Brasileira,Maracanaú,97.62,52.0,4.0,Cartão de débito,Entregue
2489,2026-06-04,12:23,Cantinho da Massa,Massas,Eusébio,44.53,20.0,5.0,Cartão de débito,Entregue
2490,2026-03-07,20:51,Churrasco & Cia,Churrasco,Fortaleza,114.51,62.0,1.0,Pix,Entregue
2491,2026-05-04,17:02,Tempero Cearense,Saudável,Maracanaú,121.45,68.0,5.0,Cartão de débito,Cancelado
2492,2026-03-02,22:10,Tempero Cearense,Saudável,Caucaia,35.24,70.0,5.0,Cartão de crédito,Entregue
2493,2026-04-30,21:34,Cantinho da Massa,Massas,Maracanaú,63.99,48.0,3.0,Pix,Entregue
2494,2026-05-16,13:53,Burger House,Hambúrguer,Caucaia,131.92,60.0,4.0,Cartão de débito,Entregue
2495,2026-02-14,10:47,Cantinho da Massa,Massas,Maracanaú,97.16,57.0,5.0,Cartão de débito,Entregue
2496,2026-02-25,23:49,Churrasco & Cia,Churrasco,Caucaia,32.82,52.0,4.0,Cartão de débito,Entregue
2497,2026-02-14,12:55,Churrasco & Cia,Churrasco,Fortaleza,140.8,49.0,2.0,Pix,Entregue
2498,2026-06-19,20:25,Burger House,Hambúrguer,Caucaia,91.56,50.0,4.0,Cartão de débito,Entregue
2499,2026-03-06,12:41,Sabor Nordestino,Brasileira,Fortaleza,156.17,25.0,2.0,Cartão de débito,Entregue
2500,2026-01-23,14:36,Burger House,Hambúrguer,Fortaleza,146.09,53.0,4.0,Dinheiro,Entregue
2501,2026-06-27,17:02,Burger House,Hambúrguer,Maracanaú,83.76,31.0,3.0,Cartão de crédito,Cancelado
2502,2026-04-03,16:12,Burger House,Hambúrguer,Fortaleza,96.35,33.0,1.0,Cartão de crédito,Entregue
2503,2026-06-07,11:03,Pizza Express,Pizza,Eusébio,59.3,63.0,2.0,Cartão de débito,Entregue
2504,2026-03-18,23:29,Pizza Express,Pizza,Fortaleza,171.94,29.0,4.0,Cartão de crédito,Entregue
2505,2026-04-18,10:59,Burger House,Hambúrguer,Maracanaú,97.74,17.0,3.0,Dinheiro,Entregue
2506,2026-01-29,20:47,Tempero Cearense,Saudável,Fortaleza,95.84,42.0,2.0,Dinheiro,Entregue
2507,2026-05-15,21:22,Sabor Nordestino,Brasileira,Fortaleza,111.59,29.0,4.0,Cartão de débito,Entregue
2508,2026-04-19,11:28,Tempero Cearense,Saudável,Eusébio,157.18,58.0,1.0,Cartão de débito,Cancelado
2509,2026-02-20,22:26,Pizza Express,Pizza,Fortaleza,122.87,65.0,5.0,Pix,Entregue
2510,2026-01-24,16:19,Burger House,Hambúrguer,Eusébio,134.47,39.0,3.0,Pix,Entregue
2511,2026-03-15,11:58,Sushi Fortaleza,Sushi,Maracanaú,48.59,45.0,4.0,Pix,Entregue
2512,2026-04-18,22:02,Tempero Cearense,Saudável,Eusébio,146.41,53.0,3.0,Cartão de débito,Entregue
2513,2026-01-12,23:17,Tempero Cearense,Saudável,Fortaleza,95.74,69.0,3.0,Cartão de crédito,Entregue
2514,2026-04-23,10:05,Açaí Tropical,Açaí,Eusébio,47.59,59.0,2.0,Cartão de crédito,Entregue
2515,2026-03-15,18:14,Açaí Tropical,Açaí,Caucaia,62.66,32.0,1.0,Dinheiro,Entregue
2516,2026-03-10,15:27,Churrasco & Cia,Churrasco,Eusébio,100.16,39.0,5.0,Pix,Entregue
2517,2026-01-03,12:22,Cantinho da Massa,Massas,Caucaia,139.26,39.0,2.0,Dinheiro,Entregue
2518,2026-01-11,14:44,Açaí Tropical,Açaí,Eusébio,51.66,42.0,3.0,Cartão de crédito,Entregue
2519,2026-01-01,19:21,Sushi Fortaleza,Sushi,Caucaia,120.13,35.0,4.0,Pix,Entregue
2520,2026-04-11,21:17,Sushi Fortaleza,Sushi,Caucaia,144.84,53.0,1.0,Cartão de crédito,Entregue
2521,2026-02-26,17:34,Pizza Express,Pizza,Caucaia,127.51,18.0,3.0,Dinheiro,Entregue
2522,2026-06-12,16:47,Pizza Express,Pizza,Caucaia,55.54,47.0,5.0,Pix,Entregue
2523,2026-04-28,10:25,Tempero Cearense,Saudável,Fortaleza,106.76,43.0,3.0,Dinheiro,Entregue
2524,2026-04-17,23:29,Burger House,Hambúrguer,Maracanaú,140.8,40.0,5.0,Cartão de crédito,Entregue
2525,2026-03-18,21:05,Churrasco & Cia,Churrasco,Fortaleza,170.14,24.0,4.0,Dinheiro,Entregue
2526,2026-02-12,19:53,Pizza Express,Pizza,Fortaleza,144.33,34.0,3.0,Cartão de crédito,Entregue
2527,2026-06-16,23:53,Tempero Cearense,Saudável,Fortaleza,66.41,30.0,3.0,Dinheiro,Entregue
2528,2026-04-20,10:21,Sabor Nordestino,Brasileira,Eusébio,132.94,43.0,3.0,Dinheiro,Entregue
2529,2026-03-04,13:01,Tempero Cearense,Saudável,Maracanaú,123.14,57.0,2.0,Cartão de crédito,Entregue
2530,2026-05-01,21:50,Pizza Express,Pizza,Eusébio,49.29,26.0,4.0,Dinheiro,Entregue
2531,2026-05-02,19:41,Cantinho da Massa,Massas,Fortaleza,118.29,64.0,5.0,Dinheiro,Entregue
2532,2026-05-10,16:21,Sushi Fortaleza,Sushi,Caucaia,128.2,66.0,1.0,Dinheiro,Entregue
2533,2026-02-22,19:26,Sushi Fortaleza,Sushi,Caucaia,128.76,25.0,5.0,Dinheiro,Cancelado
2534,2026-01-07,21:54,Churrasco & Cia,Churrasco,Caucaia,155.71,69.0,3.0,Cartão de débito,Entregue
2535,2026-01-31,21:29,Sabor Nordestino,Brasileira,Caucaia,123.67,50.0,4.0,Cartão de crédito,Entregue
2536,2026-04-13,20:46,Açaí Tropical,Açaí,Fortaleza,85.14,28.0,2.0,Cartão de crédito,Entregue
2537,2026-04-13,22:10,Sabor Nordestino,Brasileira,Maracanaú,50.67,66.0,5.0,Cartão de débito,Entregue
2538,2026-05-11,23:39,Pizza Express,Pizza,Eusébio,98.49,50.0,2.0,Dinheiro,Entregue
2539,2026-02-22,22:51,Sushi Fortaleza,Sushi,Maracanaú,34.47,62.0,1.0,Dinheiro,Entregue
2540,2026-03-20,19:16,Burger House,Hambúrguer,Maracanaú,113.97,25.0,1.0,Cartão de débito,Entregue
2541,2026-06-01,18:43,Sushi Fortaleza,Sushi,Fortaleza,127.93,30.0,3.0,Pix,Entregue
2542,2026-06-13,19:44,Sabor Nordestino,Brasileira,Fortaleza,65.16,64.0,5.0,Dinheiro,Entregue
2543,2026-04-08,19:11,Pizza Express,Pizza,Caucaia,151.12,43.0,2.0,Cartão de crédito,Entregue
2544,2026-06-05,18:10,Cantinho da Massa,Massas,Eusébio,109.83,47.0,3.0,Cartão de débito,Entregue
2545,2026-06-28,12:50,Pizza Express,Pizza,Maracanaú,135.95,22.0,4.0,Dinheiro,Entregue
2546,2026-01-02,16:40,Tempero Cearense,Saudável,Caucaia,126.13,58.0,1.0,Pix,Entregue
2547,2026-05-16,19:55,Sabor Nordestino,Brasileira,Fortaleza,80.74,69.0,3.0,Cartão de débito,Entregue
2548,2026-06-17,18:05,Churrasco & Cia,Churrasco,Fortaleza,51.95,43.0,1.0,Cartão de crédito,Entregue
2549,2026-06-03,12:26,Cantinho da Massa,Massas,Fortaleza,91.4,18.0,2.0,Cartão de crédito,Entregue
2550,2026-05-19,10:33,Pizza Express,Pizza,Maracanaú,45.49,24.0,5.0,Cartão de débito,Entregue
2551,2026-04-17,18:11,Cantinho da Massa,Massas,Caucaia,154.79,35.0,1.0,Cartão de crédito,Entregue
2552,2026-05-13,18:42,Churrasco & Cia,Churrasco,Eusébio,122.65,44.0,3.0,Cartão de crédito,Entregue
2553,2026-05-19,10:27,Pizza Express,Pizza,Maracanaú,157.37,25.0,4.0,Dinheiro,Entregue
2554,2026-01-04,18:02,Burger House,Hambúrguer,Fortaleza,58.42,22.0,4.0,Cartão de crédito,Entregue
2555,2026-02-14,16:12,Cantinho da Massa,Massas,Caucaia,63.09,35.0,5.0,Dinheiro,Entregue
2556,2026-02-17,20:16,Churrasco & Cia,Churrasco,Maracanaú,164.0,20.0,2.0,Cartão de crédito,Entregue
2557,2026-03-17,22:42,Burger House,Hambúrguer,Caucaia,45.97,38.0,2.0,Dinheiro,Entregue
2558,2026-05-30,11:59,Burger House,Hambúrguer,Eusébio,93.36,30.0,1.0,Cartão de débito,Entregue
2559,2026-03-10,19:28,Tempero Cearense,Saudável,Fortaleza,59.99,39.0,4.0,Cartão de crédito,Entregue
2560,2026-03-17,13:24,Churrasco & Cia,Churrasco,Eusébio,155.11,59.0,3.0,Cartão de crédito,Entregue
2561,2026-02-26,21:48,Tempero Cearense,Saudável,Caucaia,100.2,20.0,5.0,Dinheiro,Entregue
2562,2026-03-13,20:01,Sushi Fortaleza,Sushi,Maracanaú,152.33,32.0,5.0,Cartão de débito,Entregue
2563,2026-05-26,17:31,Sushi Fortaleza,Sushi,Caucaia,64.23,60.0,4.0,Dinheiro,Entregue
2564,2026-02-20,12:14,Tempero Cearense,Saudável,Fortaleza,80.99,66.0,4.0,Dinheiro,Entregue
2565,2026-01-19,12:23,Cantinho da Massa,Massas,Maracanaú,174.85,69.0,2.0,Cartão de débito,Entregue
2566,2026-03-07,12:38,Tempero Cearense,Saudável,Eusébio,46.53,41.0,5.0,Cartão de débito,Entregue
2567,2026-04-17,16:04,Açaí Tropical,Açaí,Maracanaú,48.31,37.0,4.0,Cartão de débito,Entregue
2568,2026-06-04,22:46,Sushi Fortaleza,Sushi,Eusébio,71.3,50.0,4.0,Dinheiro,Entregue
2569,2026-04-29,21:31,Açaí Tropical,Açaí,Eusébio,79.55,64.0,4.0,Cartão de crédito,Entregue
2570,2026-03-05,14:33,Burger House,Hambúrguer,Fortaleza,103.72,70.0,3.0,Cartão de débito,Entregue
2571,2026-02-21,19:33,Sushi Fortaleza,Sushi,Fortaleza,44.76,23.0,4.0,Cartão de crédito,Entregue
2572,2026-01-18,14:19,Sabor Nordestino,Brasileira,Maracanaú,168.79,24.0,5.0,Cartão de crédito,Cancelado
2573,2026-03-20,21:41,Sushi Fortaleza,Sushi,Fortaleza,159.31,61.0,5.0,Cartão de crédito,Entregue
2574,2026-01-31,10:13,Açaí Tropical,Açaí,Caucaia,44.37,55.0,5.0,Dinheiro,Entregue
2575,2026-06-01,19:34,Tempero Cearense,Saudável,Caucaia,153.25,39.0,3.0,Cartão de débito,Entregue
2576,2026-06-20,21:08,Cantinho da Massa,Massas,Fortaleza,72.72,60.0,2.0,Cartão de crédito,Entregue
2577,2026-03-01,15:53,Sushi Fortaleza,Sushi,Fortaleza,111.24,46.0,4.0,Dinheiro,Entregue
2578,2026-01-27,19:16,Tempero Cearense,Saudável,Eusébio,166.46,51.0,5.0,Cartão de crédito,Entregue
2579,2026-04-05,16:34,Burger House,Hambúrguer,Fortaleza,33.63,57.0,3.0,Cartão de débito,Entregue
2580,2026-01-01,17:39,Tempero Cearense,Saudável,Maracanaú,36.08,48.0,4.0,Pix,Cancelado
2581,2026-02-09,22:48,Cantinho da Massa,Massas,Fortaleza,69.54,65.0,3.0,Dinheiro,Entregue
2582,2026-02-11,15:14,Pizza Express,Pizza,Eusébio,97.15,54.0,3.0,Dinheiro,Entregue
2583,2026-01-14,17:31,Açaí Tropical,Açaí,Eusébio,122.78,19.0,4.0,Pix,Entregue
2584,2026-04-18,11:48,Burger House,Hambúrguer,Fortaleza,43.46,36.0,5.0,Cartão de crédito,Entregue
2585,2026-05-13,17:12,Sushi Fortaleza,Sushi,Maracanaú,26.45,34.0,2.0,Pix,Entregue
2586,2026-03-21,14:54,Açaí Tropical,Açaí,Caucaia,107.99,15.0,3.0,Dinheiro,Entregue
2587,2026-04-24,21:34,Tempero Cearense,Saudável,Eusébio,143.91,35.0,1.0,Cartão de crédito,Entregue
2588,2026-05-01,16:20,Pizza Express,Pizza,Fortaleza,145.83,55.0,1.0,Pix,Entregue
2589,2026-06-27,13:42,Burger House,Hambúrguer,Caucaia,32.55,37.0,4.0,Cartão de débito,Cancelado
2590,2026-01-10,19:52,Pizza Express,Pizza,Caucaia,101.42,37.0,3.0,Cartão de crédito,Entregue
2591,2026-01-25,15:57,Açaí Tropical,Açaí,Caucaia,63.4,66.0,5.0,Dinheiro,Entregue
2592,2026-03-05,19:42,Pizza Express,Pizza,Maracanaú,27.5,46.0,4.0,Cartão de crédito,Entregue
2593,2026-01-03,19:15,Sabor Nordestino,Brasileira,Caucaia,71.03,34.0,1.0,Pix,Cancelado
2594,2026-03-05,19:59,Burger House,Hambúrguer,Eusébio,33.03,49.0,1.0,Cartão de débito,Entregue
2595,2026-04-11,22:10,Sabor Nordestino,Brasileira,Eusébio,102.2,67.0,5.0,Dinheiro,Entregue
2596,2026-03-13,20:44,Sabor Nordestino,Brasileira,Maracanaú,105.47,15.0,2.0,Dinheiro,Entregue
2597,2026-06-05,21:21,Pizza Express,Pizza,Maracanaú,65.2,42.0,5.0,Cartão de débito,Entregue
2598,2026-03-02,15:46,Tempero Cearense,Saudável,Eusébio,52.01,27.0,5.0,Dinheiro,Entregue
2599,2026-01-06,18:58,Sabor Nordestino,Brasileira,Maracanaú,97.98,47.0,5.0,Dinheiro,Cancelado
2600,2026-01-11,19:10,Sabor Nordestino,Brasileira,Fortaleza,115.92,54.0,1.0,Pix,Entregue
2601,2026-01-21,11:12,Burger House,Hambúrguer,Maracanaú,80.57,21.0,3.0,Pix,Entregue
2602,2026-05-24,10:21,Burger House,Hambúrguer,Maracanaú,58.56,57.0,1.0,Cartão de crédito,Entregue
2603,2026-04-14,10:18,Açaí Tropical,Açaí,Eusébio,43.48,35.0,2.0,Dinheiro,Entregue
2604,2026-05-02,17:17,Churrasco & Cia,Churrasco,Caucaia,67.4,61.0,1.0,Cartão de débito,Entregue
2605,2026-02-20,11:28,Pizza Express,Pizza,Caucaia,82.46,19.0,5.0,Pix,Entregue
2606,2026-05-28,14:26,Açaí Tropical,Açaí,Maracanaú,179.65,23.0,4.0,Cartão de débito,Entregue
2607,2026-06-29,22:36,Tempero Cearense,Saudável,Fortaleza,78.13,15.0,2.0,Dinheiro,Entregue
2608,2026-05-17,14:01,Burger House,Hambúrguer,Caucaia,97.79,50.0,4.0,Cartão de crédito,Entregue
2609,2026-04-10,18:25,Sabor Nordestino,Brasileira,Caucaia,168.5,18.0,4.0,Cartão de débito,Entregue
2610,2026-04-12,13:27,Sabor Nordestino,Brasileira,Caucaia,27.04,61.0,5.0,Cartão de crédito,Entregue
2611,2026-04-20,14:53,Sabor Nordestino,Brasileira,Fortaleza,21.75,28.0,5.0,Cartão de crédito,Entregue
2612,2026-02-12,10:51,Sushi Fortaleza,Sushi,Fortaleza,42.91,23.0,1.0,Pix,Entregue
2613,2026-06-26,13:49,Açaí Tropical,Açaí,Caucaia,110.95,59.0,5.0,Pix,Entregue
2614,2026-01-29,19:41,Burger House,Hambúrguer,Maracanaú,26.67,54.0,5.0,Dinheiro,Entregue
2615,2026-04-29,15:58,Açaí Tropical,Açaí,Caucaia,125.85,31.0,3.0,Cartão de débito,Entregue
2616,2026-03-15,21:35,Cantinho da Massa,Massas,Caucaia,168.12,29.0,5.0,Cartão de crédito,Entregue
2617,2026-01-05,20:35,Pizza Express,Pizza,Maracanaú,75.66,37.0,5.0,Cartão de débito,Entregue
2618,2026-03-14,22:21,Tempero Cearense,Saudável,Maracanaú,45.1,25.0,5.0,Pix,Entregue
2619,2026-05-07,19:31,Sabor Nordestino,Brasileira,Caucaia,131.91,39.0,1.0,Cartão de débito,Cancelado
2620,2026-04-15,11:51,Tempero Cearense,Saudável,Eusébio,69.54,42.0,1.0,Dinheiro,Entregue
2621,2026-04-25,23:40,Burger House,Hambúrguer,Maracanaú,164.29,40.0,1.0,Cartão de débito,Entregue
2622,2026-01-17,15:32,Churrasco & Cia,Churrasco,Fortaleza,31.36,27.0,1.0,Cartão de crédito,Entregue
2623,2026-06-23,21:40,Pizza Express,Pizza,Maracanaú,99.53,21.0,3.0,Dinheiro,Entregue
2624,2026-05-15,17:36,Sabor Nordestino,Brasileira,Caucaia,40.63,31.0,3.0,Cartão de crédito,Entregue
2625,2026-06-01,15:19,Açaí Tropical,Açaí,Caucaia,29.06,39.0,3.0,Pix,Entregue
2626,2026-06-24,22:20,Açaí Tropical,Açaí,Fortaleza,71.09,44.0,1.0,Cartão de crédito,Entregue
2627,2026-05-15,20:36,Tempero Cearense,Saudável,Maracanaú,174.31,34.0,4.0,Cartão de débito,Entregue
2628,2026-04-10,11:35,Sushi Fortaleza,Sushi,Eusébio,160.98,60.0,5.0,Dinheiro,Entregue
2629,2026-06-21,18:29,Tempero Cearense,Saudável,Fortaleza,79.88,44.0,1.0,Cartão de débito,Cancelado
2630,2026-06-27,17:54,Açaí Tropical,Açaí,Fortaleza,106.73,30.0,1.0,Cartão de crédito,Entregue
2631,2026-02-11,10:38,Churrasco & Cia,Churrasco,Maracanaú,98.22,28.0,2.0,Cartão de débito,Entregue
2632,2026-06-04,21:30,Sushi Fortaleza,Sushi,Eusébio,53.65,70.0,4.0,Pix,Entregue
2633,2026-02-17,23:35,Burger House,Hambúrguer,Caucaia,58.41,25.0,4.0,Dinheiro,Entregue
2634,2026-06-01,20:11,Cantinho da Massa,Massas,Eusébio,90.29,30.0,5.0,Cartão de débito,Entregue
2635,2026-05-17,23:21,Burger House,Hambúrguer,Fortaleza,41.87,58.0,2.0,Cartão de crédito,Entregue
2636,2026-03-06,21:00,Pizza Express,Pizza,Maracanaú,118.7,29.0,2.0,Pix,Entregue
2637,2026-02-24,14:31,Pizza Express,Pizza,Eusébio,162.31,15.0,4.0,Pix,Entregue
2638,2026-01-22,15:53,Cantinho da Massa,Massas,Caucaia,40.29,39.0,1.0,Dinheiro,Entregue
2639,2026-05-26,21:38,Pizza Express,Pizza,Eusébio,108.18,29.0,1.0,Cartão de crédito,Entregue
2640,2026-04-11,22:18,Sushi Fortaleza,Sushi,Eusébio,127.75,26.0,4.0,Cartão de débito,Entregue
2641,2026-05-07,17:29,Açaí Tropical,Açaí,Eusébio,52.6,19.0,4.0,Cartão de crédito,Cancelado
2642,2026-04-13,14:46,Açaí Tropical,Açaí,Fortaleza,168.08,43.0,1.0,Cartão de débito,Entregue
2643,2026-01-14,13:24,Sabor Nordestino,Brasileira,Caucaia,118.3,25.0,5.0,Pix,Entregue
2644,2026-03-15,11:46,Sabor Nordestino,Brasileira,Maracanaú,146.57,34.0,1.0,Cartão de débito,Entregue
2645,2026-03-11,10:43,Tempero Cearense,Saudável,Maracanaú,145.04,38.0,5.0,Cartão de débito,Entregue
2646,2026-04-18,12:23,Sabor Nordestino,Brasileira,Maracanaú,152.87,15.0,1.0,Cartão de débito,Entregue
2647,2026-02-18,22:32,Churrasco & Cia,Churrasco,Maracanaú,161.29,65.0,3.0,Dinheiro,Entregue
2648,2026-03-14,19:28,Cantinho da Massa,Massas,Caucaia,115.2,56.0,5.0,Cartão de débito,Entregue
2649,2026-02-25,19:44,Açaí Tropical,Açaí,Caucaia,154.74,53.0,1.0,Pix,Entregue
2650,2026-06-30,18:27,Sabor Nordestino,Brasileira,Caucaia,150.22,15.0,3.0,Cartão de débito,Entregue
2651,2026-04-17,22:55,Tempero Cearense,Saudável,Caucaia,54.64,23.0,2.0,Pix,Entregue
2652,2026-01-26,12:06,Burger House,Hambúrguer,Fortaleza,125.69,21.0,3.0,Pix,Entregue
2653,2026-03-28,13:16,Sabor Nordestino,Brasileira,Fortaleza,131.97,26.0,4.0,Dinheiro,Entregue
2654,2026-02-11,12:58,Sushi Fortaleza,Sushi,Caucaia,170.25,34.0,2.0,Cartão de débito,Entregue
2655,2026-04-29,21:32,Açaí Tropical,Açaí,Fortaleza,155.56,64.0,5.0,Cartão de débito,Entregue
2656,2026-02-02,13:28,Açaí Tropical,Açaí,Fortaleza,72.77,49.0,3.0,Cartão de crédito,Entregue
2657,2026-01-13,16:44,Pizza Express,Pizza,Eusébio,131.67,31.0,5.0,Pix,Entregue
2658,2026-04-30,21:36,Cantinho da Massa,Massas,Maracanaú,23.92,58.0,3.0,Dinheiro,Entregue
2659,2026-06-09,14:36,Tempero Cearense,Saudável,Eusébio,161.38,49.0,2.0,Cartão de crédito,Entregue
2660,2026-04-24,12:12,Tempero Cearense,Saudável,Fortaleza,28.11,49.0,1.0,Cartão de débito,Entregue
2661,2026-04-09,16:08,Sabor Nordestino,Brasileira,Fortaleza,86.99,37.0,3.0,Dinheiro,Entregue
2662,2026-04-15,14:21,Açaí Tropical,Açaí,Maracanaú,71.6,63.0,3.0,Dinheiro,Entregue
2663,2026-02-14,14:30,Tempero Cearense,Saudável,Caucaia,20.92,18.0,4.0,Dinheiro,Entregue
2664,2026-04-17,22:33,Burger House,Hambúrguer,Caucaia,129.33,37.0,1.0,Dinheiro,Entregue
2665,2026-03-07,15:06,Burger House,Hambúrguer,Eusébio,162.68,70.0,3.0,Pix,Entregue
2666,2026-05-12,19:39,Açaí Tropical,Açaí,Caucaia,20.79,66.0,2.0,Cartão de débito,Entregue
2667,2026-05-17,16:01,Sushi Fortaleza,Sushi,Caucaia,151.29,70.0,1.0,Cartão de crédito,Entregue
2668,2026-03-04,16:12,Sabor Nordestino,Brasileira,Caucaia,149.58,32.0,2.0,Cartão de débito,Entregue
2669,2026-04-16,10:11,Sabor Nordestino,Brasileira,Caucaia,137.01,49.0,5.0,Cartão de débito,Entregue
2670,2026-06-05,22:55,Cantinho da Massa,Massas,Fortaleza,54.01,57.0,5.0,Cartão de crédito,Entregue
2671,2026-04-21,20:04,Açaí Tropical,Açaí,Maracanaú,158.88,67.0,5.0,Dinheiro,Entregue
2672,2026-03-11,15:09,Cantinho da Massa,Massas,Fortaleza,53.56,39.0,5.0,Pix,Entregue
2673,2026-03-18,15:58,Sabor Nordestino,Brasileira,Maracanaú,52.74,63.0,4.0,Dinheiro,Entregue
2674,2026-05-11,10:36,Churrasco & Cia,Churrasco,Maracanaú,122.44,29.0,5.0,Pix,Entregue
2675,2026-03-28,19:53,Sabor Nordestino,Brasileira,Eusébio,125.26,42.0,1.0,Cartão de débito,Entregue
2676,2026-03-06,14:09,Sabor Nordestino,Brasileira,Eusébio,175.11,37.0,5.0,Cartão de débito,Entregue
2677,2026-03-13,19:53,Sabor Nordestino,Brasileira,Maracanaú,50.59,34.0,2.0,Cartão de crédito,Entregue
2678,2026-05-25,21:28,Açaí Tropical,Açaí,Maracanaú,65.71,42.0,4.0,Pix,Entregue
2679,2026-01-30,20:19,Pizza Express,Pizza,Maracanaú,138.05,58.0,5.0,Cartão de débito,Entregue
2680,2026-05-09,18:48,Burger House,Hambúrguer,Caucaia,145.87,48.0,4.0,Pix,Entregue
2681,2026-04-18,12:15,Sushi Fortaleza,Sushi,Eusébio,175.37,42.0,1.0,Pix,Entregue
2682,2026-04-07,21:39,Cantinho da Massa,Massas,Eusébio,93.48,68.0,4.0,Pix,Entregue
2683,2026-02-23,11:54,Açaí Tropical,Açaí,Eusébio,131.97,39.0,4.0,Cartão de débito,Entregue
2684,2026-02-24,20:41,Pizza Express,Pizza,Caucaia,34.76,66.0,5.0,Cartão de crédito,Entregue
2685,2026-05-09,12:18,Burger House,Hambúrguer,Maracanaú,151.73,67.0,3.0,Pix,Entregue
2686,2026-05-21,19:53,Sabor Nordestino,Brasileira,Maracanaú,168.46,30.0,2.0,Dinheiro,Entregue
2687,2026-02-26,20:30,Pizza Express,Pizza,Maracanaú,119.95,52.0,1.0,Cartão de débito,Entregue
2688,2026-02-28,17:43,Sabor Nordestino,Brasileira,Fortaleza,133.35,65.0,4.0,Pix,Entregue
2689,2026-05-19,20:40,Açaí Tropical,Açaí,Fortaleza,127.38,50.0,3.0,Dinheiro,Cancelado
2690,2026-05-29,15:45,Cantinho da Massa,Massas,Fortaleza,120.34,43.0,4.0,Dinheiro,Entregue
2691,2026-02-21,19:33,Pizza Express,Pizza,Fortaleza,154.88,62.0,2.0,Dinheiro,Entregue
2692,2026-04-01,19:04,Churrasco & Cia,Churrasco,Maracanaú,116.4,50.0,5.0,Pix,Entregue
2693,2026-06-05,22:45,Tempero Cearense,Saudável,Eusébio,84.8,50.0,2.0,Pix,Entregue
2694,2026-04-24,16:13,Sabor Nordestino,Brasileira,Eusébio,173.52,58.0,4.0,Dinheiro,Entregue
2695,2026-03-02,19:25,Pizza Express,Pizza,Eusébio,38.32,55.0,5.0,Cartão de crédito,Entregue
2696,2026-03-27,21:05,Pizza Express,Pizza,Eusébio,168.54,56.0,5.0,Dinheiro,Entregue
2697,2026-01-26,18:49,Burger House,Hambúrguer,Fortaleza,123.82,46.0,1.0,Dinheiro,Entregue
2698,2026-06-02,10:55,Pizza Express,Pizza,Fortaleza,92.75,23.0,2.0,Dinheiro,Entregue
2699,2026-05-31,18:09,Tempero Cearense,Saudável,Eusébio,55.82,60.0,5.0,Dinheiro,Entregue
2700,2026-06-05,17:58,Sabor Nordestino,Brasileira,Eusébio,134.22,17.0,4.0,Dinheiro,Entregue
2701,2026-05-11,19:26,Sushi Fortaleza,Sushi,Eusébio,74.13,59.0,4.0,Cartão de crédito,Entregue
2702,2026-04-24,13:47,Pizza Express,Pizza,Eusébio,154.38,57.0,2.0,Cartão de crédito,Entregue
2703,2026-03-29,20:02,Churrasco & Cia,Churrasco,Maracanaú,128.18,17.0,3.0,Cartão de débito,Entregue
2704,2026-05-15,17:39,Sushi Fortaleza,Sushi,Caucaia,133.75,32.0,3.0,Cartão de crédito,Entregue
2705,2026-05-11,18:13,Pizza Express,Pizza,Fortaleza,69.82,34.0,4.0,Cartão de crédito,Entregue
2706,2026-06-29,11:48,Burger House,Hambúrguer,Eusébio,176.44,65.0,3.0,Cartão de crédito,Entregue
2707,2026-05-18,17:07,Churrasco & Cia,Churrasco,Maracanaú,151.06,64.0,5.0,Cartão de crédito,Entregue
2708,2026-05-30,20:28,Açaí Tropical,Açaí,Maracanaú,106.04,70.0,2.0,Cartão de débito,Entregue
2709,2026-03-19,22:49,Cantinho da Massa,Massas,Caucaia,88.22,33.0,3.0,Dinheiro,Cancelado
2710,2026-05-28,22:18,Sabor Nordestino,Brasileira,Eusébio,151.1,42.0,4.0,Pix,Entregue
2711,2026-01-17,16:13,Burger House,Hambúrguer,Caucaia,96.76,63.0,4.0,Cartão de débito,Entregue
2712,2026-04-01,19:31,Churrasco & Cia,Churrasco,Maracanaú,133.03,25.0,5.0,Cartão de débito,Entregue
